Rule ID,IF (Antecedents),THEN (Consequents),Support,Confidence,Confidence (%),Lift
228,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Diabetes_No",Temperature_Temp_Normal,0.1376,0.7823,78.23%,1.005
229,"Cholesterol_Chol_Normal, Gender_Male","Diabetes_No, Heart Rate_HR_Normal",0.202,0.6647,66.47%,1.005
230,"Blood Type_AB, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.1286,0.7956,79.56%,1.005
231,"Blood Type_A, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1292,0.7457,74.57%,1.0049
232,BMI_BMI_Overweight,"Diabetes_No, Smoking_No",0.1386,0.709,70.9%,1.0049
233,Weight_Weight_60_70,"Diabetes_No, Heart Rate_HR_Normal",0.1092,0.6646,66.46%,1.0049
234,"BMI_BMI_Overweight, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1136,0.7822,78.22%,1.0049
235,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.105,0.58,58.0%,1.0049
236,"BMI_BMI_Overweight, Heart Rate_HR_Normal",Smoking_No,0.1155,0.7955,79.55%,1.0048
237,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1201,0.5316,53.16%,1.0048
238,"Age_Age_23_27, Gender_Female",Smoking_No,0.1147,0.7955,79.55%,1.0048
239,"BMI_BMI_Normal, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1376,0.5315,53.15%,1.0048
240,"Blood Type_AB, Smoking_No",Blood Pressure_BP_Normal,0.1155,0.5971,59.71%,1.0048
241,"Heart Rate_HR_Normal, Height_Height_160_170","Diabetes_No, Smoking_No",0.1051,0.7089,70.89%,1.0048
242,"Heart Rate_HR_Normal, Weight_Weight_60_70",Diabetes_No,0.1092,0.8954,89.54%,1.0048
243,"BMI_BMI_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1352,0.5164,51.64%,1.0048
244,"Blood Type_A, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1128,0.5799,57.99%,1.0048
245,"Blood Type_A, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No",0.1071,0.7089,70.89%,1.0048
246,"Diabetes_No, Temperature_Temp_Fever",Heart Rate_HR_Normal,0.1406,0.7455,74.55%,1.0047
247,"Cholesterol_Chol_Borderline, Diabetes_No, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1201,0.597,59.7%,1.0047
248,"Age_Age_23_27, Blood Pressure_BP_Normal","Diabetes_No, Temperature_Temp_Normal",0.1201,0.6963,69.63%,1.0047
249,"Heart Rate_HR_Normal, Height_Height_160_170",Smoking_No,0.118,0.7954,79.54%,1.0047
250,"Cholesterol_Chol_Normal, Gender_Male, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1603,0.7088,70.88%,1.0047
251,"Age_Age_23_27, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1191,0.5514,55.14%,1.0047
252,"Diabetes_No, Height_Height_160_170, Smoking_No",Temperature_Temp_Normal,0.1099,0.782,78.2%,1.0047
253,Height_Height_190_200,Cholesterol_Chol_Normal,0.1225,0.6195,61.95%,1.0046
254,"Cholesterol_Chol_Borderline, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1348,0.597,59.7%,1.0046
255,"Smoking_No, Weight_Weight_60_70",Diabetes_No,0.1167,0.8952,89.52%,1.0046
256,"Age_Age_23_27, Blood Pressure_BP_Normal, Smoking_No",Temperature_Temp_Normal,0.1071,0.782,78.2%,1.0046
257,"Age_Age_23_27, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.135,0.5969,59.69%,1.0046
258,"Smoking_No, Weight_Weight_90_100",Temperature_Temp_Normal,0.1022,0.782,78.2%,1.0046
259,"Blood Type_A, Cholesterol_Chol_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1005,0.7454,74.54%,1.0046
260,"BMI_BMI_Underweight, Smoking_No",Cholesterol_Chol_Normal,0.1377,0.6195,61.95%,1.0046
261,"Blood Type_AB, Diabetes_No","Heart Rate_HR_Normal, Smoking_No",0.1286,0.5905,59.05%,1.0046
262,"Cholesterol_Chol_Normal, Height_Height_180_190",Diabetes_No,0.1085,0.8952,89.52%,1.0046
263,"Heart Rate_HR_Normal, Height_Height_190_200",Diabetes_No,0.1305,0.8952,89.52%,1.0046
264,BMI_BMI_Normal,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1715,0.5163,51.63%,1.0045
265,"Age_Age_18_22, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1186,0.6644,66.44%,1.0045
266,Weight_Weight_50_60,Heart Rate_HR_Normal,0.1244,0.7454,74.54%,1.0045
267,Height_Height_150_160,Blood Pressure_BP_Normal,0.1192,0.5969,59.69%,1.0045
268,"BMI_BMI_Underweight, Diabetes_No, Smoking_No",Cholesterol_Chol_Normal,0.1227,0.6194,61.94%,1.0045
269,"Age_Age_23_27, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1337,0.6189,61.89%,1.0045
270,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.1532,0.7952,79.52%,1.0045
271,"Blood Pressure_BP_Elevated, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1039,0.7453,74.53%,1.0045
272,"Blood Type_O, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1298,0.5798,57.98%,1.0045
273,"Blood Type_A, Smoking_No",Heart Rate_HR_Normal,0.145,0.7453,74.53%,1.0045
274,"Diabetes_No, Heart Rate_HR_Normal, Height_Height_150_160",Smoking_No,0.1049,0.7952,79.52%,1.0045
275,"Age_Age_23_27, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1191,0.5265,52.65%,1.0045
276,"BMI_BMI_Underweight, Weight_Weight_40_50",Smoking_No,0.1132,0.7952,79.52%,1.0045
277,Weight_Weight_60_70,Diabetes_No,0.1471,0.8951,89.51%,1.0045
278,"Heart Rate_HR_Normal, Height_Height_190_200, Smoking_No",Diabetes_No,0.1036,0.8951,89.51%,1.0044
279,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1191,0.7951,79.51%,1.0044
280,"Cholesterol_Chol_Normal, Gender_Male, Smoking_No",Heart Rate_HR_Normal,0.1794,0.7453,74.53%,1.0044
281,"Blood Pressure_BP_Normal, Blood Type_A",Heart Rate_HR_Normal,0.1073,0.7452,74.52%,1.0044
282,"Heart Rate_HR_Normal, Height_Height_160_170","Diabetes_No, Temperature_Temp_Normal",0.1032,0.6961,69.61%,1.0044
283,"Cholesterol_Chol_Normal, Gender_Male, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1245,0.6642,66.42%,1.0044
284,"Age_Age_23_27, Diabetes_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1201,0.5968,59.68%,1.0043
285,"Blood Type_A, Diabetes_No",Cholesterol_Chol_Normal,0.1348,0.6193,61.93%,1.0043
286,"Blood Type_O, Heart Rate_HR_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1018,0.6961,69.61%,1.0043
287,"Gender_Male, Heart Rate_HR_Normal, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1708,0.5968,59.68%,1.0043
288,"BMI_BMI_Overweight, Diabetes_No",Smoking_No,0.1386,0.7951,79.51%,1.0043
289,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Diabetes_No, Temperature_Temp_Normal",0.1423,0.6961,69.61%,1.0043
290,"Age_Age_18_22, Gender_Female","Diabetes_No, Smoking_No",0.1026,0.7086,70.86%,1.0043
291,"Blood Type_B, Diabetes_No",Blood Pressure_BP_Normal,0.133,0.5967,59.67%,1.0043
292,"Blood Type_AB, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1068,0.5522,55.22%,1.0043
293,"BMI_BMI_Normal, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1352,0.8949,89.49%,1.0043
294,"Age_Age_23_27, Heart Rate_HR_Normal",Smoking_No,0.1717,0.795,79.5%,1.0043
295,"Blood Type_O, Diabetes_No, Smoking_No",Temperature_Temp_Normal,0.1377,0.7817,78.17%,1.0042
296,Blood Type_A,"Diabetes_No, Smoking_No",0.1732,0.7085,70.85%,1.0042
297,"Diabetes_No, Heart Rate_HR_Normal, Height_Height_160_170",Temperature_Temp_Normal,0.1032,0.7817,78.17%,1.0042
298,"Blood Pressure_BP_Elevated, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1039,0.6641,66.41%,1.0042
299,BMI_BMI_Normal,"Diabetes_No, Temperature_Temp_Normal",0.2312,0.696,69.6%,1.0042
300,BMI_BMI_Normal,"Diabetes_No, Heart Rate_HR_Normal",0.2206,0.6641,66.41%,1.0042
301,Height_Height_170_180,Temperature_Temp_Normal,0.1548,0.7817,78.17%,1.0042
302,"BMI_BMI_Normal, Blood Pressure_BP_Normal",Temperature_Temp_Normal,0.1542,0.7816,78.16%,1.0042
303,"Age_Age_23_27, Cholesterol_Chol_Normal, Smoking_No",Diabetes_No,0.1269,0.8948,89.48%,1.0042
304,"Height_Height_150_160, Smoking_No",Heart Rate_HR_Normal,0.118,0.7451,74.51%,1.0041
305,"Diabetes_No, Height_Height_150_160",Blood Pressure_BP_Normal,0.1057,0.5967,59.67%,1.0041
306,"Blood Type_AB, Diabetes_No",Blood Pressure_BP_Normal,0.13,0.5967,59.67%,1.0041
307,"Cholesterol_Chol_Borderline, Gender_Female",Heart Rate_HR_Normal,0.1118,0.745,74.5%,1.0041
308,"Age_Age_23_27, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1337,0.7949,79.49%,1.0041
309,"BMI_BMI_Underweight, Blood Pressure_BP_Normal, Heart Rate_HR_Normal",Diabetes_No,0.1104,0.8948,89.48%,1.0041
310,"BMI_BMI_Underweight, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1227,0.5521,55.21%,1.0041
311,"BMI_BMI_Normal, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1743,0.8948,89.48%,1.0041
312,"Blood Type_O, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1043,0.5312,53.12%,1.0041
313,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1079,0.6959,69.59%,1.0041
314,"Blood Type_A, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.1071,0.7949,79.49%,1.0041
315,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1245,0.745,74.5%,1.0041
316,Blood Type_AB,Blood Pressure_BP_Normal,0.1456,0.5966,59.66%,1.004
317,"BMI_BMI_Normal, Gender_Female, Heart Rate_HR_Normal",Diabetes_No,0.1093,0.8947,89.47%,1.004
318,"Blood Type_A, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.1346,0.6186,61.86%,1.004
319,"Blood Type_B, Diabetes_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1072,0.6191,61.91%,1.004
320,Age_Age_23_27,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1498,0.516,51.6%,1.004
321,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male",Heart Rate_HR_Normal,0.202,0.745,74.5%,1.004
322,"BMI_BMI_Overweight, Diabetes_No",Temperature_Temp_Normal,0.1363,0.7815,78.15%,1.004
323,"Age_Age_18_22, Diabetes_No, Smoking_No",Cholesterol_Chol_Normal,0.1269,0.6191,61.91%,1.004
324,Blood Type_AB,"Diabetes_No, Smoking_No",0.1729,0.7083,70.83%,1.004
325,"Blood Type_A, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1292,0.664,66.4%,1.004
326,"Age_Age_18_22, Smoking_No",Cholesterol_Chol_Normal,0.1424,0.6191,61.91%,1.004
327,BMI_BMI_Overweight,"Cholesterol_Chol_Normal, Diabetes_No",0.1079,0.552,55.2%,1.004
328,"Blood Pressure_BP_Normal, Gender_Male",Heart Rate_HR_Normal,0.2193,0.7449,74.49%,1.0039
329,"Blood Type_A, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1128,0.7449,74.49%,1.0039
330,Height_Height_170_180,"Diabetes_No, Temperature_Temp_Normal",0.1378,0.6958,69.58%,1.0039
331,"Blood Type_A, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1003,0.7449,74.49%,1.0039
332,"Age_Age_23_27, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1201,0.5311,53.11%,1.0039
333,"Age_Age_18_22, Heart Rate_HR_Normal, Smoking_No",Cholesterol_Chol_Normal,0.1058,0.619,61.9%,1.0039
334,"Blood Pressure_BP_Normal, Heart Rate_HR_High",Smoking_No,0.1053,0.7947,79.47%,1.0039
335,BMI_BMI_Overweight,Temperature_Temp_Normal,0.1528,0.7814,78.14%,1.0039
336,Blood Pressure_BP_Elevated,"Cholesterol_Chol_Normal, Diabetes_No",0.1091,0.552,55.2%,1.0039
337,"BMI_BMI_Normal, Gender_Female, Temperature_Temp_Normal",Diabetes_No,0.115,0.8946,89.46%,1.0039
338,Blood Type_B,Blood Pressure_BP_Normal,0.1495,0.5965,59.65%,1.0039
339,"Age_Age_23_27, Blood Pressure_BP_Normal, Diabetes_No",Smoking_No,0.122,0.7947,79.47%,1.0039
340,"BMI_BMI_Overweight, Diabetes_No, Heart Rate_HR_Normal",Smoking_No,0.1028,0.7947,79.47%,1.0039
341,"BMI_BMI_Overweight, Diabetes_No",Cholesterol_Chol_Normal,0.1079,0.619,61.9%,1.0038
342,"Height_Height_160_170, Smoking_No",Temperature_Temp_Normal,0.123,0.7814,78.14%,1.0038
343,"Gender_Male, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.2193,0.5965,59.65%,1.0038
344,"BMI_BMI_Normal, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1822,0.6958,69.58%,1.0038
345,"Cholesterol_Chol_Normal, Gender_Male","Heart Rate_HR_Normal, Smoking_No",0.1794,0.59,59.0%,1.0038
346,"Smoking_No, Weight_Weight_60_70",Temperature_Temp_Normal,0.1019,0.7814,78.14%,1.0038
347,"BMI_BMI_Normal, Gender_Female",Diabetes_No,0.1477,0.8945,89.45%,1.0038
348,"BMI_BMI_Underweight, Diabetes_No, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1104,0.5965,59.65%,1.0038
349,"Gender_Female, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.2386,0.619,61.9%,1.0038
350,Blood Pressure_BP_Elevated,"Diabetes_No, Heart Rate_HR_Normal",0.1312,0.6639,66.39%,1.0038
351,"Blood Type_AB, Heart Rate_HR_Normal",Smoking_No,0.1438,0.7947,79.47%,1.0038
352,"BMI_BMI_Underweight, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1468,0.7082,70.82%,1.0038
353,"BMI_BMI_Normal, Heart Rate_HR_Normal, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1075,0.5519,55.19%,1.0038
354,"Heart Rate_HR_Normal, Temperature_Temp_Fever",Diabetes_No,0.1406,0.8945,89.45%,1.0038
355,Age_Age_23_27,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1682,0.5794,57.94%,1.0037
356,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline, Diabetes_No",Heart Rate_HR_Normal,0.1201,0.7448,74.48%,1.0037
357,"Blood Pressure_BP_High, Diabetes_No",Smoking_No,0.1272,0.7946,79.46%,1.0037
358,"Age_Age_18_22, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.1269,0.5519,55.19%,1.0037
359,"Age_Age_18_22, Gender_Female",Diabetes_No,0.1295,0.8944,89.44%,1.0037
360,Height_Height_190_200,"Blood Pressure_BP_Normal, Diabetes_No",0.105,0.531,53.1%,1.0037
361,"Diabetes_No, Heart Rate_HR_High","Smoking_No, Temperature_Temp_Normal",0.1229,0.6184,61.84%,1.0037
362,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1515,0.5793,57.93%,1.0037
363,"Age_Age_23_27, Heart Rate_HR_Normal, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1191,0.7082,70.82%,1.0037
364,"Blood Pressure_BP_Elevated, Diabetes_No",Cholesterol_Chol_Normal,0.1091,0.6189,61.89%,1.0037
365,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline",Heart Rate_HR_Normal,0.1348,0.7447,74.47%,1.0037
366,"Blood Type_AB, Cholesterol_Chol_Normal",Smoking_No,0.1197,0.7946,79.46%,1.0037
367,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.3238,0.7081,70.81%,1.0037
368,"Diabetes_No, Height_Height_150_160",Heart Rate_HR_Normal,0.1319,0.7447,74.47%,1.0037
369,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male",Heart Rate_HR_Normal,0.1948,0.7447,74.47%,1.0037
370,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1571,0.5793,57.93%,1.0036
371,"Blood Type_AB, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1286,0.8943,89.43%,1.0036
372,Height_Height_160_170,"Diabetes_No, Temperature_Temp_Normal",0.1375,0.6956,69.56%,1.0036
373,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Male, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1245,0.5793,57.93%,1.0036
374,"BMI_BMI_Normal, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1352,0.6637,66.37%,1.0036
375,"BMI_BMI_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1822,0.8943,89.43%,1.0036
376,"Blood Type_O, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1171,0.5963,59.63%,1.0036
377,"Blood Type_O, Smoking_No",Temperature_Temp_Normal,0.1544,0.7812,78.12%,1.0035
378,Weight_Weight_90_100,"Smoking_No, Temperature_Temp_Normal",0.1022,0.6183,61.83%,1.0035
379,"Blood Type_A, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1346,0.708,70.8%,1.0035
380,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1191,0.6183,61.83%,1.0035
381,"Age_Age_28_34, Gender_Male, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1061,0.8943,89.43%,1.0035
382,"Age_Age_23_27, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1607,0.6955,69.55%,1.0035
383,"Blood Type_A, Diabetes_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1045,0.6188,61.88%,1.0035
384,"Heart Rate_HR_Normal, Temperature_Temp_Fever",Smoking_No,0.1249,0.7944,79.44%,1.0035
385,"BMI_BMI_Normal, Blood Pressure_BP_Normal","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1142,0.5792,57.92%,1.0035
386,"BMI_BMI_Obese, Diabetes_No",Smoking_No,0.1276,0.7944,79.44%,1.0035
387,"Age_Age_18_22, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1186,0.5157,51.57%,1.0035
388,"Age_Age_23_27, Diabetes_No",Heart Rate_HR_Normal,0.1926,0.7446,74.46%,1.0035
389,Weight_Weight_70_80,Cholesterol_Chol_Normal,0.1023,0.6188,61.88%,1.0034
390,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1075,0.708,70.8%,1.0034
391,Blood Type_A,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1346,0.5507,55.07%,1.0034
392,Gender_Female,Cholesterol_Chol_Normal,0.3065,0.6187,61.87%,1.0034
393,"Age_Age_23_27, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1029,0.5791,57.91%,1.0034
394,"Age_Age_23_27, Blood Pressure_BP_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1145,0.6636,66.36%,1.0034
395,"Diabetes_No, Heart Rate_HR_High, Smoking_No",Temperature_Temp_Normal,0.1229,0.781,78.1%,1.0034
396,"Cholesterol_Chol_Normal, Gender_Male","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.176,0.5791,57.91%,1.0034
397,Temperature_Temp_Fever,Heart Rate_HR_Normal,0.1572,0.7445,74.45%,1.0034
398,"Cholesterol_Chol_Normal, Gender_Male, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1394,0.5791,57.91%,1.0034
399,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1346,0.5791,57.91%,1.0034
400,"Age_Age_23_27, Cholesterol_Chol_Normal",Blood Pressure_BP_Normal,0.1059,0.5962,59.62%,1.0034
401,"BMI_BMI_Normal, Blood Pressure_BP_Normal","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1017,0.5156,51.56%,1.0034
402,"Blood Type_O, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1083,0.5517,55.17%,1.0033
403,"Height_Height_160_170, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1099,0.8941,89.41%,1.0033
404,"BMI_BMI_Normal, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1743,0.7445,74.45%,1.0033
405,Height_Height_180_190,"Blood Pressure_BP_Normal, Diabetes_No",0.1045,0.5308,53.08%,1.0033
406,"Heart Rate_HR_Normal, Height_Height_160_170",Temperature_Temp_Normal,0.1158,0.781,78.1%,1.0033
407,Heart Rate_HR_High,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1229,0.5506,55.06%,1.0033
408,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1048,0.5791,57.91%,1.0033
409,"Age_Age_23_27, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Diabetes_No,0.1184,0.8941,89.41%,1.0033
410,"Heart Rate_HR_High, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1229,0.6954,69.54%,1.0033
411,Weight_Weight_80_90,Smoking_No,0.1302,0.7943,79.43%,1.0033
412,"BMI_BMI_Underweight, Heart Rate_HR_Normal, Smoking_No",Cholesterol_Chol_Normal,0.1017,0.6187,61.87%,1.0033
413,Blood Type_B,"Blood Pressure_BP_Normal, Diabetes_No",0.133,0.5307,53.07%,1.0033
414,Heart Rate_HR_High,"Smoking_No, Temperature_Temp_Normal",0.138,0.6182,61.82%,1.0033
415,"Blood Pressure_BP_Normal, Gender_Male, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1708,0.7444,74.44%,1.0033
416,Age_Age_18_22,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1499,0.5156,51.56%,1.0033
417,"Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Fever",Diabetes_No,0.1116,0.894,89.4%,1.0033
418,"BMI_BMI_Normal, Gender_Male","Diabetes_No, Temperature_Temp_Normal",0.1141,0.6953,69.53%,1.0032
419,Weight_Weight_90_100,"Diabetes_No, Temperature_Temp_Normal",0.115,0.6953,69.53%,1.0032
420,Age_Age_23_27,"Diabetes_No, Heart Rate_HR_Normal",0.1926,0.6635,66.35%,1.0032
421,"Age_Age_18_22, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1199,0.5307,53.07%,1.0032
422,"Cholesterol_Chol_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.3238,0.6635,66.35%,1.0032
423,"Heart Rate_HR_Normal, Weight_Weight_50_60",Diabetes_No,0.1112,0.894,89.4%,1.0032
424,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1356,0.6635,66.35%,1.0032
425,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1075,0.5258,52.58%,1.0032
426,"Blood Pressure_BP_Elevated, Diabetes_No",Heart Rate_HR_Normal,0.1312,0.7444,74.44%,1.0032
427,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No",Diabetes_No,0.1075,0.894,89.4%,1.0032
428,"Cholesterol_Chol_Normal, Temperature_Temp_Fever",Diabetes_No,0.1158,0.894,89.4%,1.0032
429,"BMI_BMI_Normal, Gender_Male, Smoking_No",Diabetes_No,0.1156,0.8939,89.39%,1.0032
430,"Age_Age_23_27, Cholesterol_Chol_Normal","Diabetes_No, Temperature_Temp_Normal",0.1235,0.6953,69.53%,1.0032
431,"Heart Rate_HR_Normal, Height_Height_150_160",Smoking_No,0.118,0.7942,79.42%,1.0032
432,"Age_Age_23_27, Heart Rate_HR_Normal",Blood Pressure_BP_Normal,0.1288,0.5961,59.61%,1.0032
433,Weight_Weight_80_90,Heart Rate_HR_Normal,0.122,0.7444,74.44%,1.0032
434,Smoking_Yes,"Blood Pressure_BP_Normal, Diabetes_No",0.1053,0.5307,53.07%,1.0032
435,"Age_Age_28_34, Gender_Female",Blood Pressure_BP_Normal,0.1203,0.5961,59.61%,1.0032
436,"Age_Age_23_27, Blood Pressure_BP_Normal, Smoking_No",Heart Rate_HR_Normal,0.1019,0.7444,74.44%,1.0032
437,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No",Heart Rate_HR_Normal,0.1731,0.7444,74.44%,1.0032
438,"Age_Age_23_27, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1498,0.579,57.9%,1.0032
439,"Blood Pressure_BP_High, Smoking_No",Diabetes_No,0.1272,0.8939,89.39%,1.0032
440,"Blood Type_AB, Smoking_No",Cholesterol_Chol_Normal,0.1197,0.6186,61.86%,1.0031
441,"Age_Age_18_22, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1186,0.8939,89.39%,1.0031
442,Blood Pressure_BP_Elevated,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1039,0.5258,52.58%,1.0031
443,"Blood Type_O, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1141,0.7808,78.08%,1.0031
444,"Blood Pressure_BP_Elevated, Smoking_No",Heart Rate_HR_Normal,0.1165,0.7443,74.43%,1.0031
445,"Blood Type_A, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1003,0.5155,51.55%,1.0031
446,"BMI_BMI_Underweight, Cholesterol_Chol_Normal, Diabetes_No",Smoking_No,0.1227,0.7941,79.41%,1.0031
447,Weight_Weight_70_80,"Diabetes_No, Temperature_Temp_Normal",0.115,0.6953,69.53%,1.0031
448,"BMI_BMI_Overweight, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1028,0.7077,70.77%,1.0031
449,"Age_Age_18_22, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1186,0.7443,74.43%,1.0031
